img_id,difference
wiki_crop\74\214874_1961-09-13_2004.jpg,0.6804288439531027
wiki_crop\43\22533743_1977-11-03_2013.jpg,0.8285912039595641
wiki_crop\26\31754426_1940-11-23_1963.jpg,0.8296585286420525
wiki_crop\46\16666946_1924-01-05_1940.jpg,0.8428006203881128
wiki_crop\51\45602651_1979-03-07_2015.jpg,0.8441032434353889
wiki_crop\31\11631331_1906-03-26_1971.jpg,0.863739367406487
wiki_crop\85\33343785_1991-06-16_2013.jpg,0.9736556664863952
wiki_crop\37\34953437_1993-09-23_2012.jpg,0.9929356284988636
wiki_crop\62\34953462_1992-01-28_2012.jpg,0.9929356284988636
wiki_crop\03\34414103_1950-01-27_2012.jpg,0.9984235327164331
wiki_crop\85\27070185_1938-03-31_1958.jpg,1.0059033721689088
wiki_crop\28\14689328_1984-11-25_2009.jpg,1.0195844675787624
wiki_crop\28\4683228_1979-12-21_2010.jpg,1.0198241122620968
wiki_crop\96\18983896_1988-01-04_2010.jpg,1.0198241122620968
wiki_crop\33\4683233_1980-12-25_2010.jpg,1.0198241122620968
wiki_crop\59\5238659_1980-06-20_2010.jpg,1.0198241122620968
wiki_crop\31\36514731_1938-02-21_1950.jpg,1.0435578450332428
wiki_crop\09\36493109_1916-02-08_1946.jpg,1.0614190644475952
wiki_crop\56\2734456_1951-08-27_2007.jpg,1.0785444481913058
wiki_crop\05\32746905_1990-10-18_2011.jpg,1.0834895088166723
wiki_crop\83\2462583_1935-10-12_1961.jpg,1.0962226006739735
wiki_crop\71\14511471_1984-03-22_2007.jpg,1.0977933867710028
wiki_crop\61\5489961_1973-07-09_1993.jpg,1.099007020575687
wiki_crop\72\646172_1977-05-28_2010.jpg,1.1141554352894147
wiki_crop\96\3819696_1984-05-04_2011.jpg,1.118034896165418
wiki_crop\55\32863655_1904-07-05_1947.jpg,1.134250949168373
wiki_crop\84\4661984_1946-04-29_2014.jpg,1.1370628767466084
wiki_crop\49\217749_1928-04-28_1959.jpg,1.1403072654910271
wiki_crop\02\13821502_1987-11-14_2008.jpg,1.1407269443619963
wiki_crop\96\956396_1929-11-02_1973.jpg,1.1445653687637656
wiki_crop\22\9940022_1949-09-04_2007.jpg,1.1615764626191036
wiki_crop\23\2187423_1976-06-11_2015.jpg,1.162011157381629
wiki_crop\86\40815986_1977-03-18_2015.jpg,1.1622127506631024
wiki_crop\44\10089844_1969-08-19_2000.jpg,1.168094424664733
wiki_crop\06\43180406_1987-04-21_2014.jpg,1.168437599769828
wiki_crop\94\32852294_1992-10-23_2015.jpg,1.1721817026022092
wiki_crop\66\10191766_1987-09-22_2014.jpg,1.1724481551743355
wiki_crop\44\2824044_1956-11-14_1990.jpg,1.1728147929215464
wiki_crop\87\42113787_1972-06-07_2012.jpg,1.1763944236358557
wiki_crop\88\17273988_1934-06-03_2006.jpg,1.1789978840553752
wiki_crop\83\41998383_1981-11-11_2013.jpg,1.1798076263661432
wiki_crop\82\5374082_1939-06-16_1971.jpg,1.1856682698786105
wiki_crop\74\2509074_1964-04-17_2013.jpg,1.186941365058451
wiki_crop\47\5989747_1945-06-25_2013.jpg,1.187194191016321
wiki_crop\03\20155503_1979-01-24_2014.jpg,1.189322722528498
wiki_crop\52\8139252_1983-04-22_2009.jpg,1.1910885169386225
wiki_crop\59\35659159_1989-09-13_2013.jpg,1.192989901819516
wiki_crop\11\251011_1942-11-24_2012.jpg,1.1961253170304498
wiki_crop\19\3603119_1940-08-28_2011.jpg,1.1995296896163552
wiki_crop\78\4529378_1979-10-11_2010.jpg,1.2009457500418013
wiki_crop\73\1204273_1943-10-16_2012.jpg,1.2039984890517736
wiki_crop\64\14401164_1957-03-22_1978.jpg,1.2108843885748928
wiki_crop\90\40236790_1976-03-28_2013.jpg,1.2179574690377528
wiki_crop\00\14248600_1960-02-06_1984.jpg,1.2188647179489114
wiki_crop\29\5711929_1950-12-05_2009.jpg,1.2297141024839877
wiki_crop\34\5248734_1973-09-16_2015.jpg,1.2316921461893144
wiki_crop\70\5096070_1957-04-27_1985.jpg,1.2334902594753216
wiki_crop\89\21146289_1943-11-23_1998.jpg,1.235732001823856
wiki_crop\37\27337_1963-01-14_2009.jpg,1.236952035786814
wiki_crop\62\4524262_1933-08-01_1981.jpg,1.2480931249517229
wiki_crop\58\26278258_1992-03-28_2014.jpg,1.2517456112284955
wiki_crop\29\39134829_1992-02-14_2010.jpg,1.2527470094564404
wiki_crop\08\13145908_1987-10-10_2012.jpg,1.2563891103948905
wiki_crop\65\43619465_1989-03-22_2014.jpg,1.259013596946014
wiki_crop\27\4442227_1901-11-11_1954.jpg,1.259397347668303
wiki_crop\55\870155_1962-12-01_2010.jpg,1.2599168297549257
wiki_crop\75\18977175_1987-03-10_2012.jpg,1.260994186724572
wiki_crop\68\18186168_1985-02-16_2013.jpg,1.262046972048554
wiki_crop\65\44869165_1973-08-18_2014.jpg,1.2623220847879415
wiki_crop\85\39060185_1992-09-24_2013.jpg,1.2664141476986392
wiki_crop\23\19590923_1980-06-25_2012.jpg,1.2672203270933733
wiki_crop\12\2633212_1981-06-21_2007.jpg,1.2686476429391937
wiki_crop\46\9751046_1958-06-24_2010.jpg,1.2720030190622704
wiki_crop\13\3201113_1972-11-09_2015.jpg,1.272916140715007
wiki_crop\72\30961672_1915-01-07_2006.jpg,1.2741491361657669
wiki_crop\80\20896480_1966-09-24_2014.jpg,1.2758708731366981
wiki_crop\83\16054983_1988-05-27_2011.jpg,1.276506012920716
wiki_crop\13\31009313_1952-07-15_2013.jpg,1.2797115525808622
wiki_crop\81\35522481_1988-03-29_2008.jpg,1.2801358385044368
wiki_crop\18\7451718_1987-06-02_2010.jpg,1.28125141351442
wiki_crop\00\43421700_1993-10-13_2013.jpg,1.2826108130631309
wiki_crop\03\23866703_1973-08-29_2014.jpg,1.2847683132316214
wiki_crop\56\530556_1929-02-23_2009.jpg,1.2851103311213605
wiki_crop\90\19560490_1936-12-03_1964.jpg,1.285487753742872
wiki_crop\65\16215465_1993-01-04_2010.jpg,1.2856897197698391
wiki_crop\96\557496_1921-04-03_1953.jpg,1.2858486785534995
wiki_crop\68\791668_1925-03-07_1943.jpg,1.290825485515734
wiki_crop\12\1399112_1957-05-22_2012.jpg,1.2912798956194047
wiki_crop\80\2444780_1970-11-27_2010.jpg,1.2924662761803767
wiki_crop\87\3538487_1947-02-02_2002.jpg,1.2947523883226395
wiki_crop\68\4389668_1893-02-10_1945.jpg,1.2957726025909142
wiki_crop\50\850850_1963-08-05_2011.jpg,1.2958583043781218
wiki_crop\45\36278145_1896-11-25_1960.jpg,1.2961193403586433
wiki_crop\73\162473_1939-02-26_2012.jpg,1.2964453871761217
wiki_crop\74\249274_1955-07-01_2012.jpg,1.2964453871761217
wiki_crop\62\7462_1952-12-10_2008.jpg,1.2990075790159128
wiki_crop\36\2083736_1987-11-03_2007.jpg,1.2990253553468851
wiki_crop\55\7227755_1966-03-01_2013.jpg,1.3008278990801645
wiki_crop\34\2089734_1954-03-20_2008.jpg,1.3029899626241854
wiki_crop\05\30682405_1991-11-14_2011.jpg,1.303584834728985
wiki_crop\44\3270944_1983-05-16_2005.jpg,1.3045188317053142
wiki_crop\86\15122486_1966-06-13_2010.jpg,1.306664439215641
wiki_crop\75\25720975_1916-04-04_1975.jpg,1.3071320369608113
wiki_crop\09\30631709_1928-07-30_2009.jpg,1.3088489877000307
wiki_crop\29\32678229_1964-06-02_2013.jpg,1.31107691295423
wiki_crop\08\444908_1963-09-28_1997.jpg,1.3122673212198903
wiki_crop\59\19398959_1981-11-25_2012.jpg,1.3130750189564455
wiki_crop\74\33274674_1987-04-09_2012.jpg,1.3149574767137573
wiki_crop\83\1578183_1892-04-20_1948.jpg,1.3159140928361746
wiki_crop\46\38077846_1987-05-30_2013.jpg,1.316263872442877
wiki_crop\95\30403095_1945-10-05_2010.jpg,1.3166315144199958
wiki_crop\66\43268366_1962-08-24_2012.jpg,1.3199040291702577
wiki_crop\15\26913715_1987-02-01_2013.jpg,1.3208666878194795
wiki_crop\70\27284270_1971-07-28_2015.jpg,1.3214971167103677
wiki_crop\41\17741_1889-04-26_1947.jpg,1.3220740549689187
wiki_crop\12\1618912_1970-07-22_2012.jpg,1.3254255159416708
wiki_crop\72\577472_1973-03-10_2012.jpg,1.3290495480115598
